"workerid","story","explanansVariable","explanansValue","explanandumVariable","explanandumValue","response","utterance"
"56","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"56","story6","C",TRUE,"A",FALSE,0,"! A because C"
"56","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"56","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"56","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"56","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"56","story4","B",FALSE,"D",FALSE,0,"! D because ! B"
"56","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"56","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"56","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"56","story4","C",FALSE,"B",FALSE,0,"! B because ! C"
"56","story4","A",FALSE,"C",FALSE,1,"! C because ! A"
"56","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"56","story4","A",FALSE,"D",FALSE,0,"! D because ! A"
"56","story4","A",FALSE,"B",FALSE,0,"! B because ! A"
"56","story4","B",FALSE,"C",FALSE,1,"! C because ! B"
"56","story4","C",FALSE,"C",FALSE,0,"! C because ! C"
"56","story4","D",FALSE,"D",FALSE,0,"! D because ! D"
"56","story3","C",FALSE,"C",FALSE,0,"! C because ! C"
"56","story3","A",TRUE,"B",TRUE,0,"B because A"
"56","story3","A",TRUE,"A",TRUE,1,"A because A"
"56","story3","A",TRUE,"C",FALSE,0,"! C because A"
"56","story3","B",TRUE,"A",TRUE,0,"A because B"
"56","story3","C",FALSE,"B",TRUE,1,"B because ! C"
"56","story3","B",TRUE,"C",FALSE,1,"! C because B"
"56","story3","B",TRUE,"B",TRUE,1,"B because B"
"56","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"56","story1","A",TRUE,"A",TRUE,1,"A because A"
"56","story1","A",TRUE,"B",TRUE,0,"B because A"
"56","story1","B",TRUE,"B",TRUE,1,"B because B"
"56","story1","B",TRUE,"A",TRUE,0,"A because B"
"56","story5","B",TRUE,"A",TRUE,0,"A because B"
"56","story5","C",TRUE,"B",TRUE,0,"B because C"
"56","story5","D",TRUE,"B",TRUE,0,"B because D"
"56","story5","C",TRUE,"A",TRUE,0,"A because C"
"56","story5","A",TRUE,"D",TRUE,1,"D because A"
"56","story5","D",TRUE,"D",TRUE,0,"D because D"
"56","story5","B",TRUE,"C",TRUE,0.58,"C because B"
"56","story5","D",TRUE,"A",TRUE,0,"A because D"
"56","story5","B",TRUE,"B",TRUE,1,"B because B"
"56","story5","A",TRUE,"C",TRUE,1,"C because A"
"56","story5","A",TRUE,"B",TRUE,0,"B because A"
"56","story5","B",TRUE,"D",TRUE,0.13,"D because B"
"56","story5","D",TRUE,"C",TRUE,0,"C because D"
"56","story5","C",TRUE,"D",TRUE,1,"D because C"
"56","story5","A",TRUE,"A",TRUE,1,"A because A"
"56","story5","C",TRUE,"C",TRUE,0,"C because C"
"76","story6","B",FALSE,"A",FALSE,0.05,"! A because ! B"
"76","story6","C",TRUE,"A",FALSE,0.05,"! A because C"
"76","story6","B",FALSE,"B",FALSE,0.05,"! B because ! B"
"76","story6","B",FALSE,"C",TRUE,0.96,"C because ! B"
"76","story6","A",FALSE,"A",FALSE,0.05,"! A because ! A"
"76","story6","A",FALSE,"C",TRUE,0.62,"C because ! A"
"76","story6","C",TRUE,"C",TRUE,0.09,"C because C"
"76","story6","A",FALSE,"B",FALSE,1,"! B because ! A"
"76","story6","C",TRUE,"B",FALSE,0.12,"! B because C"
"76","story2","A",TRUE,"B",TRUE,0.95,"B because A"
"76","story2","B",TRUE,"A",TRUE,0.05,"A because B"
"76","story2","A",TRUE,"C",TRUE,0.78,"C because A"
"76","story2","A",TRUE,"A",TRUE,0.03,"A because A"
"76","story2","C",TRUE,"B",TRUE,0.02,"B because C"
"76","story2","B",TRUE,"B",TRUE,0.03,"B because B"
"76","story2","C",TRUE,"C",TRUE,0.03,"C because C"
"76","story2","B",TRUE,"C",TRUE,0.94,"C because B"
"76","story2","C",TRUE,"A",TRUE,0.04,"A because C"
"76","story4","D",FALSE,"C",FALSE,0.04,"! C because ! D"
"76","story4","C",FALSE,"B",FALSE,0.04,"! B because ! C"
"76","story4","C",FALSE,"C",FALSE,0.03,"! C because ! C"
"76","story4","D",FALSE,"A",FALSE,0.02,"! A because ! D"
"76","story4","C",FALSE,"D",FALSE,0.98,"! D because ! C"
"76","story4","B",FALSE,"A",FALSE,0.04,"! A because ! B"
"76","story4","B",FALSE,"B",FALSE,0.02,"! B because ! B"
"76","story4","D",FALSE,"D",FALSE,0.02,"! D because ! D"
"76","story4","B",FALSE,"D",FALSE,0.91,"! D because ! B"
"76","story4","A",FALSE,"A",FALSE,0.03,"! A because ! A"
"76","story4","C",FALSE,"A",FALSE,0.03,"! A because ! C"
"76","story4","B",FALSE,"C",FALSE,0.98,"! C because ! B"
"76","story4","A",FALSE,"D",FALSE,0.85,"! D because ! A"
"76","story4","D",FALSE,"B",FALSE,0.04,"! B because ! D"
"76","story4","A",FALSE,"B",FALSE,0.99,"! B because ! A"
"76","story4","A",FALSE,"C",FALSE,0.88,"! C because ! A"
"76","story3","C",FALSE,"A",TRUE,0.03,"A because ! C"
"76","story3","A",TRUE,"B",TRUE,0.03,"B because A"
"76","story3","C",FALSE,"C",FALSE,0.03,"! C because ! C"
"76","story3","B",TRUE,"B",TRUE,0.97,"B because B"
"76","story3","C",FALSE,"B",TRUE,0.64,"B because ! C"
"76","story3","B",TRUE,"C",FALSE,0.66,"! C because B"
"76","story3","A",TRUE,"A",TRUE,0.97,"A because A"
"76","story3","B",TRUE,"A",TRUE,0.08,"A because B"
"76","story3","A",TRUE,"C",FALSE,0.65,"! C because A"
"76","story1","A",TRUE,"A",TRUE,0.93,"A because A"
"76","story1","A",TRUE,"B",TRUE,0.03,"B because A"
"76","story1","B",TRUE,"A",TRUE,0,"A because B"
"76","story1","B",TRUE,"B",TRUE,0.96,"B because B"
"76","story5","A",TRUE,"D",TRUE,0.76,"D because A"
"76","story5","C",TRUE,"D",TRUE,0.98,"D because C"
"76","story5","B",TRUE,"C",TRUE,0.72,"C because B"
"76","story5","D",TRUE,"D",TRUE,0.02,"D because D"
"76","story5","D",TRUE,"C",TRUE,0.02,"C because D"
"76","story5","A",TRUE,"A",TRUE,0.95,"A because A"
"76","story5","D",TRUE,"B",TRUE,0.03,"B because D"
"76","story5","A",TRUE,"C",TRUE,0.69,"C because A"
"76","story5","C",TRUE,"C",TRUE,0.02,"C because C"
"76","story5","D",TRUE,"A",TRUE,0.03,"A because D"
"76","story5","C",TRUE,"A",TRUE,0.02,"A because C"
"76","story5","B",TRUE,"A",TRUE,0.03,"A because B"
"76","story5","B",TRUE,"B",TRUE,1,"B because B"
"76","story5","C",TRUE,"B",TRUE,0.02,"B because C"
"76","story5","A",TRUE,"B",TRUE,0.01,"B because A"
"76","story5","B",TRUE,"D",TRUE,0.65,"D because B"
"1","story5","D",TRUE,"C",TRUE,0,"C because D"
"1","story5","C",TRUE,"D",TRUE,1,"D because C"
"1","story5","D",TRUE,"A",TRUE,0,"A because D"
"1","story5","B",TRUE,"A",TRUE,0,"A because B"
"1","story5","C",TRUE,"B",TRUE,0,"B because C"
"1","story5","B",TRUE,"D",TRUE,0.74,"D because B"
"1","story5","C",TRUE,"C",TRUE,1,"C because C"
"1","story5","A",TRUE,"D",TRUE,1,"D because A"
"1","story5","D",TRUE,"B",TRUE,0,"B because D"
"1","story5","A",TRUE,"C",TRUE,1,"C because A"
"1","story5","A",TRUE,"A",TRUE,1,"A because A"
"1","story5","B",TRUE,"B",TRUE,1,"B because B"
"1","story5","C",TRUE,"A",TRUE,0,"A because C"
"1","story5","B",TRUE,"C",TRUE,0.6,"C because B"
"1","story5","A",TRUE,"B",TRUE,0,"B because A"
"1","story5","D",TRUE,"D",TRUE,1,"D because D"
"1","story2","C",TRUE,"B",TRUE,0,"B because C"
"1","story2","A",TRUE,"B",TRUE,1,"B because A"
"1","story2","B",TRUE,"B",TRUE,1,"B because B"
"1","story2","B",TRUE,"A",TRUE,0,"A because B"
"1","story2","C",TRUE,"A",TRUE,0,"A because C"
"1","story2","B",TRUE,"C",TRUE,1,"C because B"
"1","story2","A",TRUE,"C",TRUE,0.9,"C because A"
"1","story2","C",TRUE,"C",TRUE,1,"C because C"
"1","story2","A",TRUE,"A",TRUE,1,"A because A"
"1","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"1","story6","C",TRUE,"C",TRUE,1,"C because C"
"1","story6","B",FALSE,"B",FALSE,1,"! B because ! B"
"1","story6","B",FALSE,"A",FALSE,0.72,"! A because ! B"
"1","story6","A",FALSE,"C",TRUE,0.25,"C because ! A"
"1","story6","C",TRUE,"A",FALSE,0,"! A because C"
"1","story6","A",FALSE,"B",FALSE,0.84,"! B because ! A"
"1","story6","B",FALSE,"C",TRUE,0.17,"C because ! B"
"1","story6","C",TRUE,"B",FALSE,0,"! B because C"
"1","story4","B",FALSE,"D",FALSE,0.91,"! D because ! B"
"1","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"1","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"1","story4","C",FALSE,"B",FALSE,0,"! B because ! C"
"1","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"1","story4","B",FALSE,"C",FALSE,1,"! C because ! B"
"1","story4","A",FALSE,"C",FALSE,1,"! C because ! A"
"1","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"1","story4","C",FALSE,"C",FALSE,1,"! C because ! C"
"1","story4","A",FALSE,"B",FALSE,0,"! B because ! A"
"1","story4","A",FALSE,"D",FALSE,0.81,"! D because ! A"
"1","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"1","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"1","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"1","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"1","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"1","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"1","story3","B",TRUE,"C",FALSE,0.64,"! C because B"
"1","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"1","story3","A",TRUE,"A",TRUE,1,"A because A"
"1","story3","B",TRUE,"A",TRUE,0,"A because B"
"1","story3","C",FALSE,"B",TRUE,0,"B because ! C"
"1","story3","A",TRUE,"B",TRUE,0,"B because A"
"1","story3","B",TRUE,"B",TRUE,1,"B because B"
"1","story3","A",TRUE,"C",FALSE,0.33,"! C because A"
"1","story1","B",TRUE,"B",TRUE,1,"B because B"
"1","story1","A",TRUE,"A",TRUE,1,"A because A"
"1","story1","B",TRUE,"A",TRUE,0,"A because B"
"1","story1","A",TRUE,"B",TRUE,0,"B because A"
"2","story3","B",TRUE,"A",TRUE,0,"A because B"
"2","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"2","story3","B",TRUE,"C",FALSE,0.23,"! C because B"
"2","story3","B",TRUE,"B",TRUE,0,"B because B"
"2","story3","A",TRUE,"B",TRUE,0,"B because A"
"2","story3","A",TRUE,"A",TRUE,1,"A because A"
"2","story3","C",FALSE,"A",TRUE,0.1,"A because ! C"
"2","story3","A",TRUE,"C",FALSE,0.05,"! C because A"
"2","story3","C",FALSE,"B",TRUE,0,"B because ! C"
"2","story2","B",TRUE,"C",TRUE,0.51,"C because B"
"2","story2","C",TRUE,"A",TRUE,0.08,"A because C"
"2","story2","B",TRUE,"B",TRUE,1,"B because B"
"2","story2","A",TRUE,"C",TRUE,0.25,"C because A"
"2","story2","A",TRUE,"B",TRUE,0.49,"B because A"
"2","story2","C",TRUE,"C",TRUE,1,"C because C"
"2","story2","A",TRUE,"A",TRUE,1,"A because A"
"2","story2","C",TRUE,"B",TRUE,0,"B because C"
"2","story2","B",TRUE,"A",TRUE,0,"A because B"
"2","story6","C",TRUE,"B",FALSE,0,"! B because C"
"2","story6","A",FALSE,"B",FALSE,0.2,"! B because ! A"
"2","story6","B",FALSE,"C",TRUE,0.59,"C because ! B"
"2","story6","B",FALSE,"B",FALSE,1,"! B because ! B"
"2","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"2","story6","A",FALSE,"C",TRUE,0.65,"C because ! A"
"2","story6","C",TRUE,"A",FALSE,0,"! A because C"
"2","story6","C",TRUE,"C",TRUE,1,"C because C"
"2","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"2","story4","C",FALSE,"B",FALSE,0,"! B because ! C"
"2","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"2","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"2","story4","C",FALSE,"D",FALSE,0,"! D because ! C"
"2","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"2","story4","A",FALSE,"C",FALSE,0,"! C because ! A"
"2","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"2","story4","C",FALSE,"A",FALSE,0,"! A because ! C"
"2","story4","A",FALSE,"B",FALSE,0,"! B because ! A"
"2","story4","A",FALSE,"D",FALSE,0,"! D because ! A"
"2","story4","D",FALSE,"A",FALSE,0,"! A because ! D"
"2","story4","B",FALSE,"C",FALSE,0,"! C because ! B"
"2","story4","B",FALSE,"D",FALSE,0,"! D because ! B"
"2","story4","C",FALSE,"C",FALSE,0.99,"! C because ! C"
"2","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"2","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"2","story5","D",TRUE,"C",TRUE,0.02,"C because D"
"2","story5","A",TRUE,"D",TRUE,0.23,"D because A"
"2","story5","C",TRUE,"A",TRUE,0,"A because C"
"2","story5","D",TRUE,"A",TRUE,0,"A because D"
"2","story5","B",TRUE,"B",TRUE,0.93,"B because B"
"2","story5","C",TRUE,"B",TRUE,0,"B because C"
"2","story5","C",TRUE,"D",TRUE,0.6,"D because C"
"2","story5","B",TRUE,"D",TRUE,0.66,"D because B"
"2","story5","C",TRUE,"C",TRUE,1,"C because C"
"2","story5","A",TRUE,"C",TRUE,0.55,"C because A"
"2","story5","B",TRUE,"A",TRUE,0,"A because B"
"2","story5","D",TRUE,"B",TRUE,0,"B because D"
"2","story5","D",TRUE,"D",TRUE,1,"D because D"
"2","story5","A",TRUE,"B",TRUE,0.73,"B because A"
"2","story5","B",TRUE,"C",TRUE,0.59,"C because B"
"2","story5","A",TRUE,"A",TRUE,1,"A because A"
"2","story1","A",TRUE,"A",TRUE,1,"A because A"
"2","story1","B",TRUE,"A",TRUE,0,"A because B"
"2","story1","B",TRUE,"B",TRUE,1,"B because B"
"2","story1","A",TRUE,"B",TRUE,0,"B because A"
"3","story2","C",TRUE,"C",TRUE,0.18,"C because C"
"3","story2","B",TRUE,"A",TRUE,0.08,"A because B"
"3","story2","B",TRUE,"B",TRUE,0.12,"B because B"
"3","story2","A",TRUE,"A",TRUE,0.18,"A because A"
"3","story2","C",TRUE,"A",TRUE,0.14,"A because C"
"3","story2","A",TRUE,"B",TRUE,1,"B because A"
"3","story2","B",TRUE,"C",TRUE,1,"C because B"
"3","story2","C",TRUE,"B",TRUE,0.08,"B because C"
"3","story2","A",TRUE,"C",TRUE,0.64,"C because A"
"3","story1","A",TRUE,"A",TRUE,0.14,"A because A"
"3","story1","B",TRUE,"B",TRUE,0.49,"B because B"
"3","story1","B",TRUE,"A",TRUE,0.25,"A because B"
"3","story1","A",TRUE,"B",TRUE,0.21,"B because A"
"3","story6","B",FALSE,"C",TRUE,0.42,"C because ! B"
"3","story6","A",FALSE,"B",FALSE,0.38,"! B because ! A"
"3","story6","A",FALSE,"A",FALSE,0.47,"! A because ! A"
"3","story6","C",TRUE,"A",FALSE,0.36,"! A because C"
"3","story6","C",TRUE,"B",FALSE,0.46,"! B because C"
"3","story6","B",FALSE,"B",FALSE,0.45,"! B because ! B"
"3","story6","C",TRUE,"C",TRUE,0.48,"C because C"
"3","story6","A",FALSE,"C",TRUE,0.31,"C because ! A"
"3","story6","B",FALSE,"A",FALSE,0.26,"! A because ! B"
"3","story5","D",TRUE,"C",TRUE,0.75,"C because D"
"3","story5","D",TRUE,"B",TRUE,0.37,"B because D"
"3","story5","C",TRUE,"B",TRUE,0.35,"B because C"
"3","story5","A",TRUE,"A",TRUE,1,"A because A"
"3","story5","C",TRUE,"A",TRUE,0.4,"A because C"
"3","story5","C",TRUE,"D",TRUE,1,"D because C"
"3","story5","B",TRUE,"A",TRUE,0.26,"A because B"
"3","story5","B",TRUE,"D",TRUE,0.32,"D because B"
"3","story5","B",TRUE,"B",TRUE,1,"B because B"
"3","story5","D",TRUE,"D",TRUE,1,"D because D"
"3","story5","A",TRUE,"B",TRUE,0.16,"B because A"
"3","story5","A",TRUE,"D",TRUE,0.33,"D because A"
"3","story5","C",TRUE,"C",TRUE,1,"C because C"
"3","story5","B",TRUE,"C",TRUE,0.32,"C because B"
"3","story5","A",TRUE,"C",TRUE,0.37,"C because A"
"3","story5","D",TRUE,"A",TRUE,0.35,"A because D"
"3","story3","B",TRUE,"C",FALSE,0.35,"! C because B"
"3","story3","C",FALSE,"B",TRUE,0.31,"B because ! C"
"3","story3","C",FALSE,"C",FALSE,0.36,"! C because ! C"
"3","story3","B",TRUE,"B",TRUE,1,"B because B"
"3","story3","A",TRUE,"A",TRUE,1,"A because A"
"3","story3","A",TRUE,"C",FALSE,0.32,"! C because A"
"3","story3","B",TRUE,"A",TRUE,0.27,"A because B"
"3","story3","C",FALSE,"A",TRUE,0.3,"A because ! C"
"3","story3","A",TRUE,"B",TRUE,0.28,"B because A"
"3","story4","B",FALSE,"C",FALSE,0.33,"! C because ! B"
"3","story4","D",FALSE,"C",FALSE,0.72,"! C because ! D"
"3","story4","B",FALSE,"D",FALSE,0.63,"! D because ! B"
"3","story4","C",FALSE,"B",FALSE,0.39,"! B because ! C"
"3","story4","C",FALSE,"D",FALSE,0.83,"! D because ! C"
"3","story4","B",FALSE,"B",FALSE,0.77,"! B because ! B"
"3","story4","C",FALSE,"A",FALSE,0.27,"! A because ! C"
"3","story4","A",FALSE,"B",FALSE,0.32,"! B because ! A"
"3","story4","A",FALSE,"A",FALSE,0.91,"! A because ! A"
"3","story4","D",FALSE,"D",FALSE,0.69,"! D because ! D"
"3","story4","B",FALSE,"A",FALSE,0.32,"! A because ! B"
"3","story4","C",FALSE,"C",FALSE,0.65,"! C because ! C"
"3","story4","A",FALSE,"C",FALSE,0.34,"! C because ! A"
"3","story4","A",FALSE,"D",FALSE,0.3,"! D because ! A"
"3","story4","D",FALSE,"A",FALSE,0.36,"! A because ! D"
"3","story4","D",FALSE,"B",FALSE,0.37,"! B because ! D"
"7","story5","A",TRUE,"D",TRUE,1,"D because A"
"7","story5","B",TRUE,"B",TRUE,1,"B because B"
"7","story5","D",TRUE,"B",TRUE,0.01,"B because D"
"7","story5","A",TRUE,"A",TRUE,0.99,"A because A"
"7","story5","D",TRUE,"C",TRUE,0.01,"C because D"
"7","story5","A",TRUE,"C",TRUE,0.99,"C because A"
"7","story5","C",TRUE,"B",TRUE,0,"B because C"
"7","story5","D",TRUE,"A",TRUE,0,"A because D"
"7","story5","D",TRUE,"D",TRUE,0,"D because D"
"7","story5","B",TRUE,"C",TRUE,0.99,"C because B"
"7","story5","B",TRUE,"D",TRUE,0.98,"D because B"
"7","story5","C",TRUE,"A",TRUE,0.01,"A because C"
"7","story5","C",TRUE,"C",TRUE,0.01,"C because C"
"7","story5","B",TRUE,"A",TRUE,0.01,"A because B"
"7","story5","C",TRUE,"D",TRUE,0.99,"D because C"
"7","story5","A",TRUE,"B",TRUE,0.01,"B because A"
"7","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"7","story1","A",TRUE,"B",TRUE,0.01,"B because A"
"7","story1","B",TRUE,"A",TRUE,0.01,"A because B"
"7","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"7","story3","C",FALSE,"C",FALSE,0.01,"! C because ! C"
"7","story3","A",TRUE,"B",TRUE,0,"B because A"
"7","story3","B",TRUE,"A",TRUE,0.01,"A because B"
"7","story3","A",TRUE,"C",FALSE,0.5,"! C because A"
"7","story3","C",FALSE,"A",TRUE,0,"A because ! C"
"7","story3","B",TRUE,"C",FALSE,0.99,"! C because B"
"7","story3","A",TRUE,"A",TRUE,1,"A because A"
"7","story3","C",FALSE,"B",TRUE,0,"B because ! C"
"7","story3","B",TRUE,"B",TRUE,0.99,"B because B"
"7","story4","D",FALSE,"A",FALSE,0.01,"! A because ! D"
"7","story4","B",FALSE,"D",FALSE,0.01,"! D because ! B"
"7","story4","A",FALSE,"C",FALSE,0.51,"! C because ! A"
"7","story4","B",FALSE,"A",FALSE,0.02,"! A because ! B"
"7","story4","D",FALSE,"D",FALSE,0.02,"! D because ! D"
"7","story4","D",FALSE,"B",FALSE,0,"! B because ! D"
"7","story4","C",FALSE,"B",FALSE,0.02,"! B because ! C"
"7","story4","A",FALSE,"D",FALSE,0.98,"! D because ! A"
"7","story4","D",FALSE,"C",FALSE,0,"! C because ! D"
"7","story4","A",FALSE,"B",FALSE,0.01,"! B because ! A"
"7","story4","C",FALSE,"A",FALSE,0.01,"! A because ! C"
"7","story4","B",FALSE,"C",FALSE,0.54,"! C because ! B"
"7","story4","C",FALSE,"C",FALSE,0.01,"! C because ! C"
"7","story4","C",FALSE,"D",FALSE,0.99,"! D because ! C"
"7","story4","B",FALSE,"B",FALSE,0.99,"! B because ! B"
"7","story4","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"7","story2","A",TRUE,"B",TRUE,0.99,"B because A"
"7","story2","B",TRUE,"C",TRUE,0.99,"C because B"
"7","story2","C",TRUE,"A",TRUE,0.02,"A because C"
"7","story2","A",TRUE,"C",TRUE,0.98,"C because A"
"7","story2","B",TRUE,"A",TRUE,0.01,"A because B"
"7","story2","A",TRUE,"A",TRUE,0.99,"A because A"
"7","story2","B",TRUE,"B",TRUE,0,"B because B"
"7","story2","C",TRUE,"B",TRUE,0.01,"B because C"
"7","story2","C",TRUE,"C",TRUE,0,"C because C"
"7","story6","C",TRUE,"B",FALSE,0.01,"! B because C"
"7","story6","A",FALSE,"B",FALSE,0.48,"! B because ! A"
"7","story6","B",FALSE,"C",TRUE,0.26,"C because ! B"
"7","story6","C",TRUE,"A",FALSE,0.03,"! A because C"
"7","story6","C",TRUE,"C",TRUE,0.01,"C because C"
"7","story6","A",FALSE,"A",FALSE,0.99,"! A because ! A"
"7","story6","A",FALSE,"C",TRUE,0.29,"C because ! A"
"7","story6","B",FALSE,"A",FALSE,0,"! A because ! B"
"7","story6","B",FALSE,"B",FALSE,0.09,"! B because ! B"
"11","story6","B",FALSE,"A",FALSE,0.13,"! A because ! B"
"11","story6","C",TRUE,"B",FALSE,0,"! B because C"
"11","story6","B",FALSE,"B",FALSE,0.99,"! B because ! B"
"11","story6","A",FALSE,"A",FALSE,1,"! A because ! A"
"11","story6","A",FALSE,"B",FALSE,0.86,"! B because ! A"
"11","story6","C",TRUE,"C",TRUE,1,"C because C"
"11","story6","C",TRUE,"A",FALSE,0.13,"! A because C"
"11","story6","B",FALSE,"C",TRUE,0.61,"C because ! B"
"11","story6","A",FALSE,"C",TRUE,0.22,"C because ! A"
"11","story3","B",TRUE,"B",TRUE,0.96,"B because B"
"11","story3","C",FALSE,"B",TRUE,0.66,"B because ! C"
"11","story3","A",TRUE,"A",TRUE,1,"A because A"
"11","story3","B",TRUE,"C",FALSE,1,"! C because B"
"11","story3","C",FALSE,"C",FALSE,1,"! C because ! C"
"11","story3","A",TRUE,"B",TRUE,0,"B because A"
"11","story3","B",TRUE,"A",TRUE,0,"A because B"
"11","story3","C",FALSE,"A",TRUE,0.26,"A because ! C"
"11","story3","A",TRUE,"C",FALSE,0.75,"! C because A"
"11","story1","B",TRUE,"B",TRUE,0.99,"B because B"
"11","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"11","story1","B",TRUE,"A",TRUE,0,"A because B"
"11","story1","A",TRUE,"B",TRUE,0,"B because A"
"11","story4","D",FALSE,"B",FALSE,0.17,"! B because ! D"
"11","story4","B",FALSE,"B",FALSE,1,"! B because ! B"
"11","story4","C",FALSE,"D",FALSE,1,"! D because ! C"
"11","story4","A",FALSE,"C",FALSE,1,"! C because ! A"
"11","story4","A",FALSE,"A",FALSE,1,"! A because ! A"
"11","story4","A",FALSE,"B",FALSE,0.06,"! B because ! A"
"11","story4","D",FALSE,"D",FALSE,1,"! D because ! D"
"11","story4","C",FALSE,"B",FALSE,0.06,"! B because ! C"
"11","story4","B",FALSE,"D",FALSE,0.78,"! D because ! B"
"11","story4","B",FALSE,"A",FALSE,0,"! A because ! B"
"11","story4","C",FALSE,"A",FALSE,0.18,"! A because ! C"
"11","story4","D",FALSE,"A",FALSE,0.14,"! A because ! D"
"11","story4","C",FALSE,"C",FALSE,0.97,"! C because ! C"
"11","story4","D",FALSE,"C",FALSE,0.37,"! C because ! D"
"11","story4","A",FALSE,"D",FALSE,0.74,"! D because ! A"
"11","story4","B",FALSE,"C",FALSE,0.63,"! C because ! B"
"11","story5","D",TRUE,"A",TRUE,0.06,"A because D"
"11","story5","C",TRUE,"C",TRUE,1,"C because C"
"11","story5","B",TRUE,"D",TRUE,0.85,"D because B"
"11","story5","D",TRUE,"D",TRUE,1,"D because D"
"11","story5","A",TRUE,"C",TRUE,0.86,"C because A"
"11","story5","C",TRUE,"B",TRUE,0,"B because C"
"11","story5","B",TRUE,"A",TRUE,0,"A because B"
"11","story5","D",TRUE,"B",TRUE,0.01,"B because D"
"11","story5","C",TRUE,"D",TRUE,0.97,"D because C"
"11","story5","C",TRUE,"A",TRUE,0.09,"A because C"
"11","story5","B",TRUE,"B",TRUE,0.97,"B because B"
"11","story5","B",TRUE,"C",TRUE,0.81,"C because B"
"11","story5","A",TRUE,"A",TRUE,1,"A because A"
"11","story5","A",TRUE,"B",TRUE,0,"B because A"
"11","story5","D",TRUE,"C",TRUE,0.17,"C because D"
"11","story5","A",TRUE,"D",TRUE,0.91,"D because A"
"11","story2","A",TRUE,"B",TRUE,1,"B because A"
"11","story2","A",TRUE,"C",TRUE,1,"C because A"
"11","story2","C",TRUE,"C",TRUE,1,"C because C"
"11","story2","B",TRUE,"C",TRUE,1,"C because B"
"11","story2","C",TRUE,"B",TRUE,0.22,"B because C"
"11","story2","C",TRUE,"A",TRUE,0.08,"A because C"
"11","story2","B",TRUE,"A",TRUE,0.08,"A because B"
"11","story2","B",TRUE,"B",TRUE,1,"B because B"
"11","story2","A",TRUE,"A",TRUE,1,"A because A"
"31","story1","A",TRUE,"B",TRUE,0.17,"B because A"
"31","story1","B",TRUE,"B",TRUE,0.21,"B because B"
"31","story1","A",TRUE,"A",TRUE,0.99,"A because A"
"31","story1","B",TRUE,"A",TRUE,0.24,"A because B"
"31","story4","C",FALSE,"B",FALSE,0.68,"! B because ! C"
"31","story4","A",FALSE,"D",FALSE,0.25,"! D because ! A"
"31","story4","C",FALSE,"A",FALSE,0.76,"! A because ! C"
"31","story4","D",FALSE,"B",FALSE,0.23,"! B because ! D"
"31","story4","A",FALSE,"B",FALSE,0.24,"! B because ! A"
"31","story4","A",FALSE,"A",FALSE,0.98,"! A because ! A"
"31","story4","C",FALSE,"C",FALSE,0.98,"! C because ! C"
"31","story4","D",FALSE,"A",FALSE,0.25,"! A because ! D"
"31","story4","A",FALSE,"C",FALSE,0.78,"! C because ! A"
"31","story4","B",FALSE,"B",FALSE,0.99,"! B because ! B"
"31","story4","B",FALSE,"C",FALSE,0.68,"! C because ! B"
"31","story4","D",FALSE,"C",FALSE,0.74,"! C because ! D"
"31","story4","B",FALSE,"A",FALSE,0.27,"! A because ! B"
"31","story4","D",FALSE,"D",FALSE,0.99,"! D because ! D"
"31","story4","B",FALSE,"D",FALSE,0.26,"! D because ! B"
